nama,review,bintang
Arvi Faizullah,"Universitas ternama dan satu satunya, tapi sayang satpamnya kurang kooperatif, dan DISKRIMINASI terhadap ojol, kami OJOL ga akan masuk universitas atau gedung asrama kalau MAHASISWANYA ga pesen makanan atau rider, udah mah parkir jauh dari gedung, HELPDESK ga mau di titipin, terus FUNGSI satpam sama helpdesk APA?Cuma duduk sambil main HP doang, ada driver masuk bawa motor ke gedung asrama mau nganter pesanan di marahin gitu aja!!!Enak banget kerjaannyaMakan gaji butaKalo driver ga boleh bawa motor sampai titik antar, minimal siapin tempat penitipan, drop zone berarti PENUMPANGNYA turun di situ MAKANAN juga di drop di situ, PAKET PUN SAMAjangan cuma mau enaknya aja wahai satpam universitas telkomUniversitas ternama dan satu satunya, tapi sayang satpamnya kurang kooperatif, dan DISKRIMINASI terhadap ojol, kami OJOL ga akan masuk universitas atau gedung asrama kalau MAHASISWANYA ga pesen makanan atau rider, udah mah parkir jauh dari …Lengkapnya",1
Suryana,Tempatnya terarah tinggal ditambah suasana lingkungan yang asri,1
Rizma Ardyan Sihabul Milah,tempst luas dan nyaman untuk yang menempuh pendidikan disini 👍,5
Sri Wulansari,"Tidak ada droppoin driver antermakananharus jalan kaki keasrama, tolong kami bukan mahasiswa kami kerja apasalahnya driver bisa anter kedepan setiap gedung",5
Dicky Kusumah,"Sangat bagus , ruang terbuka hijau banyak",5
Muhamad Abib Basnuril,"Banyak ragam fasilitas,asrama bagi maba serta gedung gedung penunjang fasilitas yang digunakan untuk mahasiswa",5
Mohammad Faizul Firdaus,"Kampus terkeren, terkece bersih banget dan indah banget, tapi luarnya kurang rindang",1
Eisha Vina75,Tempat si bungsu menuntut ilmu..Lokasi bagus dekat pintu Tol..Asri..Fasilitas lengkap..Keren pokoknyaa..Semoga jaya selalu yaa🥰🥰Tempat si bungsu menuntut ilmu..Lokasi bagus dekat pintu Tol..Asri.. …Lengkapnya,1
Sekar Endah Sriwedari,Salah satu kampus terbaik dengan fasilitas lengkap,5
Muhtadin Rasyid Ali,Kampus yang bebas dari asap rokok di ruang terbuka .,5
Husni M,"akhirnya ngerasain juga ngirim kesini, cape cuy ngabisin waktu jalan kaki jauh",3
satria adi,Perpustakaan yang nyaman serta ada tempat kopi juga,3
info dunia,Yow lumayan lah mahal 🤔,1
Nabil Sarmada,"kalau mau kesini jalan utama di depannya sering macet karena untuk akomodasi orang dari kota ke kabupaten dan sebaliknya. Dekat dengan pom bensin. Jalan depan Telkom nya banyak street food yang buka hingga malam. Kalau hari minggu tidak disarankan untuk mobil lewat jalan depan Telkom pas, karena ada pasar kaget sampai siang yang membuat jalan dipakai jualan. saya kuliah disini.kalau mau kesini jalan utama di depannya sering macet karena untuk akomodasi orang dari kota ke kabupaten dan sebaliknya. Dekat dengan pom bensin. Jalan depan Telkom nya banyak street food yang buka hingga malam. Kalau hari minggu tidak …Lengkapnya",1
Sassy Gumpy,"Buat acara mubes telco 2022 sangat funny. Mahasiswa stay di kampus sampe jam 2 pagi. Penanggung jawab gainget kalo tugas mahasiswa belajar? Besoknya masih ada kelas pagi. Saya hanya mendengar saja sudah kesal apalagi yang merasakan. Kampus lain seperti b*nus dll gaada hal semacam ini. Mereka mementingkan pendidikan, hal lain diluar pendidikan tetap ada (organisasi dan sebagainya) tetapi fokus utamanya tetap perkuliahan. Mohon untuk di pertimbangkan lagi kegiatan seperti ini kedepannya agar tidak merugikan. & lagi kampus"" lain hanya memperbolehkan mahasiswanya berkegiatan max jam 11 malam saya binggung kenapa telkom memperbolehkan adanya kegiatan hingga jam 2 pagi.Buat acara mubes telco 2022 sangat funny. Mahasiswa stay di kampus sampe jam 2 pagi. Penanggung jawab gainget kalo tugas mahasiswa belajar? Besoknya masih ada kelas pagi. Saya hanya mendengar saja sudah kesal apalagi yang merasakan. Kampus …Lengkapnya",5
Martial Arts SS2,"Tolong untuk kurir,ojol harusnya bolehin pakai motor keliling kampus, soalnya kita ada target waktu yang harus dikejar. Hargai waktu orang. Kita juga sibuk dan ini kesibukan kita pekerjaan kita jadi kalian jangan so sibuk sendiri susah dihubungi tambah kita harus jalan kaki nyari fakultasnya. Kecuali kalian kasih edukasi ke mahasiswa dan yang pesen"" ojol kedalam kampus untuk ambil sendiri makanan atau barang yang di pesen ke luar parkiran !!!SALING MENGHARGAI LAH kita dibayar bukan untuk nganter paket sambil keliling kampus jalan kaki.Tolong untuk kurir,ojol harusnya bolehin pakai motor keliling kampus, soalnya kita ada target waktu yang harus dikejar. Hargai waktu orang. Kita juga sibuk dan ini kesibukan kita pekerjaan kita jadi kalian jangan so sibuk sendiri susah …Lengkapnya",5
shidiq exo,"Mahasiswa di sini kebanyakan tidak tau cara menghargai orang lainSaya berbicara seperti ini karna pengalaman yg saya jalani di universitas tersebut . Mereka angkuh"" Bersikap layaknya raja. Dan ga punya hati tentunya. Percuma kalo sarjana tapi perilaku seperti itu. Tapi ga semua , adapun yg baik tapi dalam jumlah kecil.  Perlu di tekan kan kepda mahasiswa untuk menghargai orang lain yg lebih tua , terutama buat anak orang kaya , ga cuma mahasiswa , bahkan satpam pintu masuk mobil pun ga punya attitude sama sekali.Tolong evaluasi lagi kalau ada salah terimakasih, semoga berubah lebih baik dari universitas lainnyaMahasiswa di sini kebanyakan tidak tau cara menghargai orang lainSaya berbicara seperti ini karna pengalaman yg saya jalani di universitas tersebut . Mereka angkuh"" Bersikap layaknya raja. Dan ga punya hati tentunya. Percuma …Lengkapnya",1
syamsul bahri70,Universitas unggulan idaman semua mahasiswa,1
Dyan triyatna Triyatna,Udaranya sejuk bnyak pohon rindang,1
Winda Hayu Pratiwi,"Bersih dan asri. Ada green house, herbarium, hidroponik. Jalan2 ke sini sekalian beli tanaman bgaus murah2 dan kompos. Pengelolaan sampahnya oke, sampah dipisah sesuai kategori, ada pengelolaan kompos sendiri. Masjidnya bersih, nyaman banget. Orang2nya ramah dan sigap.",1
odjay99 Chanel,"Salah satu universitas terbaik Indonesia, akses jalan bagus, suasana didalam juga tertata rapih pos keamanan bagus rapih dan cukup ketat, suasana pendukung disekitar universitas cukup lengkap untuk memenuhi kebutuhan para mahasiswanya.",5
Triyoga AP.,"Kampus sejarah, menghabiskan masa remaja di kampus ini. :)",5
Mujaddid Halimurrosyid,"Kampussnya keren vanget, fasilitas lengkap",5
Ragil Setiawan,Bangunannya kurang terawat.,5
Silvia Rahmelia,"Kampus yg nyaman, hi-tech. Hanya saja ruas jalan di sekitar kampus selalu padat.",1
Anastasia Rahman,"Saya mewakili ortu mahasiswa Tel-U, menyarankan kepada pimpinan Tel-U yg terhormat untuk mengatur pengenaan kewajiban pembelian jaket/seragam yang terlalu berlebihan dan BOROS, cukup 1 (SATU) jaket almamater saja lalu ditambahi EMBLEM fakultas, jurusan dan prodi dan ukm, tidak usah mewajibkan pembelian jaket utk masing2 divisi. Terimakasih atas perhatiannyaSaya mewakili ortu mahasiswa Tel-U, menyarankan kepada pimpinan Tel-U yg terhormat untuk mengatur pengenaan kewajiban pembelian jaket/seragam yang terlalu berlebihan dan BOROS, cukup 1 (SATU) jaket almamater saja lalu ditambahi EMBLEM …Lengkapnya",1
adyaby 009,tempat parkirnya luas sangat mudah untuk parkir disini,4
Briliant Marista Zakka Billy,"Selama 2 tahun pandemi belum berakhir, infrastruktur di tempat kuliah saya 2 bulan yang lalu... semakin maju+modern+rapi+cantik+canggih hingga saya terpesona.. ditambah dengan adanya gedung TULT yang megah dan menjulang tinggi terlihat dari kendaraan yang lalu-lalang melintasi ruas Tol sekitar GT Buahbatu",4
Teguh Wibowo,"Wajib dibuatkan masjid kecil/mushollah di area asrama putra. Yang rutin berkumandang adzan sholat lima waktu (bukan ruangan kecil yg disebut mushollah tapi tidak ada kumandang adzan sebagai syiar Islam). Ukuran 10mx10m sepertinya sdh memadai untuk disebut sebagai masjid/ mushollah. Karena sholat lima waktu hukumnya wajib berjama'ah bagi laki-laki muslim. Kalau itu diterapkan, pasti akan terbentuk karakter mahasiswa dan lulusan yang bertaqwa. Karena masjid raya jaraknya jauh dari asrama putra.Wajib dibuatkan masjid kecil/mushollah di area asrama putra. Yang rutin berkumandang adzan sholat lima waktu (bukan ruangan kecil yg disebut mushollah tapi tidak ada kumandang adzan sebagai syiar Islam). Ukuran 10mx10m sepertinya sdh …Lengkapnya",5
Kukuh Prasetyo,"Tempat untuk menimba ilmu agar bersinergi bangun negeri. Tersedia berbagai macam fakultas dan program studi.Untuk player Pokemon Go, di kampus ini banyak spot bagus untuk hunting pokemon. Tersedia banyak Gym dan pokestop.Tempat untuk menimba ilmu agar bersinergi bangun negeri. Tersedia berbagai macam fakultas dan program studi. …Lengkapnya",5
chandra adi,Kampus penuh kenangan dan cerita. Tenang suasana di pedesaan.,5
PT. Kiat Farma Indonesia,"Tempatnya cukup luas..tapi banyak fasilitas kampus yang kurang terjaga. Misalnya kebersihan lingkungan sekitas kampus, tanaman peneduh yg kurang terawat, sepeda yang pakai barcode yang kurang terawat, toilet2 kampus. Semoga rektor dan pengelola kampus lebih peduli tentang hal tersebut. Salam",5
Sulur Prabowo,Anakku Dewi Isma Aryani Aliumni S2  Magister Desain ITB jadi Dosen Pengajar di Universitas Telkom bagus,5
Sunarsa Alrasyid,"Universitas Telkom, lingkungan nya asri tertata rapih bersih, rindang banyak pepohonan amdalnya ok punya.Kagak bakalan nyesel jika putra putrinya jadi mahasiswa/i di Telkom University.Bagi sy cocok banget.Mudah²an rektor, dosen dan staf² fungsinal dan strukturalnya baik dan amanah juga wabil khusus semua jebolan telkom bisa memberikan kontribusi yg positif bagi nusa dan bangsanya.Vivo...telkom university.👍👍👍🤝👌Universitas Telkom, lingkungan nya asri tertata rapih bersih, rindang banyak pepohonan amdalnya ok punya.Kagak bakalan nyesel jika putra putrinya jadi mahasiswa/i di Telkom University. …Lengkapnya",5
Eva Yulia,"3thn yang lalu ngantarin anak kuliah di jurusan teknik informatika..mengitari kampus yang luas,kala itu meski sedikit terik..namun asri dengan tatanan gedung dan pepohonan rindang membuat kampus terlihat adem.. Berharap anak anak segera bisa kuliah tatap muka kembali dan pandemi ini segera berakhir, anak anak bisa kembali ke kampus..",4
Muhammad nabil Faqih,mantap sekali univ ini,4
Bianca Nurfahira,Kampus ai tercintaa is the best🔥🔥,5
Nuril Hayat,"Mantap, kampus paling nyaman dan keren di buah batu bandung. fasilitas mantap. nyaman. anak anak nya ramah. suka nongkrong kalo malem depan bunderan",5
KARA,Membuat Lalulintas di semua Jalan MACET,5
Hilman Pamungkas,Keamanan tempat parkirnya benar-benar dijaga. Tentu saja demi keamanan dan kenyamanan setiap civitas akademikanya. Gedungnya banyak dan megah-megah. Tempatnya sangat luas dan moderen sekali. Tentu saja free wifi yang menjadikannya semakin menarik.,5
Dhanu Dewantara,Fasilitasnya cukup banyak dan mampu menunjang  mahasiswa. Saya bangga menjadi lulusan sini. Maju & sukses Tel-U,5
indah dewi martika,"kamous ini merupakan biang macet di bojongsoang, banyak mahasiswanya yang membawa kendaraan dan membikin macet jalan bojongsoang ketika mereka hendak masuk atau keluar ke universitas ini.polisi sudah berusaha sekuat mungkin agar jalanan tidak macet, tapi sepertinya pihak rektorat kampus tidak peduli dengan usaha pihak kepolisian ini, tidak terlihat usaha dari pihak kampus untuk meredakan kemacetan yang sudah semakin parah di jalan bojongsoang akibat keluar masuk kendaraan ke universitas telkom... kampus payah...kamous ini merupakan biang macet di bojongsoang, banyak mahasiswanya yang membawa kendaraan dan membikin macet jalan bojongsoang ketika mereka hendak masuk atau keluar ke universitas ini. …Lengkapnya",5
Gianto Sibarani,"Tempat ane kuliah, dari yg masih stt, jadi itt, ampe sekarang jadi universitas. Dari yg dulunya sepi masih ada danau kecil atau kolam atau bahkan rawa sekarang udah jadi kos kosan mirip apartemen. Tapi kuliah disini tempat refreshingnya sedikit dan jauh mau kemana-mana. Ke kota setengah jam sampe sejam naik motor, ke ciwidey juga sejam sampe satu setengah jam naik motor. Di area kampus refreshingnya internetan doank. Jadi kuliah disini bener2 bisa fokus belajar. Dakol juga sekarang berdebu.Tempat ane kuliah, dari yg masih stt, jadi itt, ampe sekarang jadi universitas. Dari yg dulunya sepi masih ada danau kecil atau kolam atau bahkan rawa sekarang udah jadi kos kosan mirip apartemen. Tapi kuliah disini tempat refreshingnya …Lengkapnya",1
Yayan Rohmat,"Universitas terbaikUniversitas ini terletak di bandung selatan...dengan askes jalan yang gampang.di lewati..mau lewat dari jalan moch toha dan  keluar tol buah batu  langsung belok kiri ke jln bojong soangDengan  pengajar/dosen dosen yang perpengalaman.dan di bagi beberapa bidang jurusan dari bisnis ,akuntan ,industri kreatif,manajemen,dan lain lainDan di.   Sini juga ada fassilitas asrama buat mahasiswa dan mahasiswi tempat parkir juga cukup luasUniversitas terbaikUniversitas ini terletak di bandung selatan...dengan askes jalan yang gampang.di lewati..mau lewat dari jalan moch toha dan  keluar tol buah batu  langsung …Lengkapnya",1
Naz23 channel,"Tempatnya rami di hari Minggu ,anda bisa mencoba kuliner dengan harga terjangkau ,dan bisa jalan2 di dalamnya bersama anak-anak",5
Sophia,Menghadiri acara wisuda ponakan hari Jumat tgl 24 November 2023 kemarin disini,5
Imma Umiarsih,Kesini buat tes cpns. Kampusnya luas.,5
Ahmad Paino,Mangtap lah kampusnya serucitynya sangat ramah sedikit ada kemacetan jika mau kampus lebih awal kusarankn ya boss,5
Redhi Pradana,"Lahan yang luas, gedung perkuliahan yang bagus, ada lahan untuk sarana olah raga dan menyalurkan aktivitas hobi juga bisa untuk acara2 panggung, keamanan makin diperketat.",5
Siti Amelya,Kampusnya luas banget bagus bangunannyaaa 👍👍👍,5
Fika Ajeng Sholihah,"Di hari minggu dijadikan tempat berjualan atau sering disebut pasar minggu,,, banyak pedagang dan orang lalu lalang,, seru banget,,, sekalian cuci mata soalnya banyak bervariasi yang dijual",1
Mt Fauzi,"Rupanya Tel-U berbenah selama masa pandemi, kampusnya jadi indah, nyaman, dan banyak kursi/bangku di luar ruangan, sepertinya bakalan nyaman buat ngobrol dan diskusi mahasiswa.",1
DeGe M,"Tempatku berlabuh untuk menyelesaikan masa studi disini. sungguh cerita yg sangat menarik bila ku ingat sebelum masuk universitas ini. ceritanya begini, rumahku terletak di daerah gegerkalong, dan waktu itu yg aku tau tentang kampus telkom ya yg ada di daerah gegerkalong itu, selebihnya saya tidak tahu yg terletak didaerah dayeuhkolot.Ternyata setelah aku keterima, kampusku terletak di daerah dayeuhkolot, sungguh terkedjoet waktu itu. Karena waktu itu aku tidak tau jalan menuju dayeuhkolot hahaha. tapi selama masa studiku disini, banyak sekali cerita suka duka. dan tak lupa ku ucapkan untuk para mantanku yg sudah membangun motivasi untuk menyelesaikan masa studiku, tanpa kalian aku hanyalah veteran kampus.Tempatku berlabuh untuk menyelesaikan masa studi disini. sungguh cerita yg sangat menarik bila ku ingat sebelum masuk universitas ini. ceritanya begini, rumahku terletak di daerah gegerkalong, dan waktu itu yg aku tau tentang kampus telkom …Lengkapnya",5
Sidik Abu,"Kampua bagus ,nyaman,dan tertib",5
EVA INDRIYANI,Jualan baru pertamakali buka jadi harus sabar dulu,5
Widia Febriyani,Fasilitasnya lengkap. Kampusnya nyaman. Pencahayaan ya juga cukup. Ada fasilitas asrama juga untuk mahasiswa baru sebagai. PTS terbaik no 1 di Indonesia,5
Hyldan Natawiguna,"Kalau bawa kendaraan, untuk orang luar aga susah kalau mau keluar masuk, harus sudah jelas mau ke mana, janjian sama siapa, dll.. Kalau mau lihat-lihat mungkin bisa jalan kaki..",1
aji jatnika,"security penjaga portal hrs ditatar lg sikapnya,judes,ga ada senyum,sprti malas membuka portal utk tamu yg memang tdk memiliki entry card,sdh kewajibannya menerima dan membuka portal utk tamu",1
Putu Mayang,"Luas sekali. Kalau misal kuliah di gedung yang belakang, mau jajan ke depan, niscaya bisa kurus.. kalau tiap hari.Agak kurang bersih lingkungannya.",5
Temi Koswara,"Sehari2 Saya nongkrong di situh , tempat nya Enak ...Sayang Sekarang Lagi Corona Jadi Mahasiswa Pada PulangKampung ...Biasanya Rame Orderan Gojek",5
Rifky Nur Hakim,"Apaan website lemot bgt, ga sesuai sama nama nya yg merupaka jaringan terbaik terluas dan tercepat di Indonesia. Parah bgt website nya, benerin biar gak lemot",1
Adinda Aisyah,Jalan yg di luar semoga diaspal kembaliKarena banyak yg berlubang,1
Asep Im,"Luas,  ada asrama untuk luar daerah Bandung sangat membantu mahasiswa baru,  orang tua tidak repot khawatir tahun pertama",1
Aldi Rinaldi,"Kanpus yg nyaman, bersih dan bersahabat, menjadi salah satu sumber penghasilan bagi warga setempat yg berjualan maupun jasa kost.",1
suci tour,Bagus banget kampus nya lengkap banget materi kuliahnya bagian IT nya,1
Ruhelli Resmiati,"Tempatnya sangat luas , megah,mewah dan nyaman untuk belajar jauh dari kebisingan, udaranya segar.",1
Ayu,"Kampus luas, bersih, lab bagus. Namun pepohonan masih kurang apalagi yg  lokasi belakang",3
Liestina Nuraini,"Tempatnya bagus, beberapa waktu lalu pernah kesini untuk menghadiri penyerahan beasiswa. Luas juga, suka pusing bisa bisa tersesat hehe.",3
Ilham Arisyandy,Mahasiswanya banyak mengikuti lomba dan juara internasional walaupun tidak dipublikasikan juga pembangunan yang pesat untuk mengejar standar internasional,5
Kang Must,TelU adalah perguruan tinggi yg terletak di jl.Terusan Buahbatu Bojongsoang....Tempat luas dan tempat menimba ilmu yg mampu mencetak penerus Bangsa yg mumpuni,5
Andi Noor,Kampusnya bagus. Cuma kalo siang panas + kadang macet di jalan rayanya,5
Annisa Azrian,"Sebagai mahasiswi disana, telkom tempat macet. Macet bgt serius😂 tapi makanan diluar enak enak dan bamyak variannya! Tapi klo di kantin dalem univnya mahal mahal untuk saya yg missquen :(",5
Indra Lukman Hamiludin,Enak buat olahraga minggu,5
aaw_masry archinema,Kampusnya luas dan nyaman dengan berbagai fasilitas.... mudah2an menghasilkan alumni entrepreneur berkualitas,5
Azimi Arsyad,"Fasilitas internet yang tersebar dimana - mana, memudahkan kita mengakses informasi dan komunikasi dengan rekan kita.Fakultas - fakultas dengan mahasiswa produktif, sangat baik untuk yang suka kompetisi dan tantangan.Fasilitas internet yang tersebar dimana - mana, memudahkan kita mengakses informasi dan komunikasi dengan rekan kita. …Lengkapnya",5
astuti setiyani,Tempatnya luas aman nyaman dan pelayanannya ramah. Proses pendidikannya baik. Alhamdulillah,5
Muhammad Rizqul Fauzan,"Banyak gerbang untuk berbagai keperluan, transportasi khusus untuk di dalam area, banyak tempat parkir mobil, sebagian besar gedung memiliki akses kursi roda.",1
Clinton Alley,"Many gates for different purposes, dedicated transports for inside the area, lots of car parking spaces, most buildings have wheelchair access.",1
Wulan Sari,"Proyek Infrastruktur Telkom, penggabungan arsitektur Infracos dan O-RAN untuk menyediakan cakupan yang terjangkau (termasuk MNO) di daerah pedesaan dan terpencil.Sebenarnya lokasi terbesar dan tersibuk secara global untuk TIP.Selamat Telkom University dan Indonesia.Proyek Infrastruktur Telkom, penggabungan arsitektur Infracos dan O-RAN untuk menyediakan cakupan yang terjangkau (termasuk MNO) di daerah pedesaan dan terpencil. …Lengkapnya",5
Aulia Harahap,"Telkom Infrastructure Project, gathering of the Infracos and O-RAN architecture to provide affordable coverage (incl. MNOs) in rural and remote areas.Actually the biggest and busiest location for this globally for TIP.Well done Telkom University and Indonesia.",5
Antonio Abhi,Dekat dengan Toko Bandung Sari dan Rumah Kost Berlian rumahku!,1
Boni Benyamin,Dekat Dengan Kedai Sari Bandung Dan Kost Berlian House Rumah ku !,1
Asre,"Salah satu Alumni di sini haha! Semua komponennya HEBAT. Fasilitas, Dosen, Gedung, Kegiatan, Sistem (baik online maupun offline), Teman, Makanan dan Minuman Sekitar, Kantin, dll. Maksud saya, secara harafiah SEMUAnya bagus. Senang rasanya menjadi bagian dari Keluarga Besar Telkom University.Harapannya suatu hari nanti saya juga bisa mengambil gelar Magister di sini, kemudian menjadi Dosen untuk menyebarkan semua ilmu saya untuk generasi berikutnya.Salah satu Alumni di sini haha! Semua komponennya HEBAT. Fasilitas, Dosen, Gedung, Kegiatan, Sistem (baik online maupun offline), Teman, Makanan dan Minuman Sekitar, Kantin, dll. Maksud saya, secara harafiah SEMUAnya bagus. Senang rasanya …Lengkapnya",1
Achmad Chaerul Rizal,"One of the Alumni here lol! All of the component was GREAT. Facilities, Lecturer, Building, Activities, System (both online and offline), Friends, Food and Beverages Around, Canteen, etc. I mean, literally ALL of them was great. It feels so good to become part of Telkom University Family.Hope someday i will take my Master Degree here too, then become the Lecturer to spread all my knowledge for the next generation.One of the Alumni here lol! All of the component was GREAT. Facilities, Lecturer, Building, Activities, System (both online and offline), Friends, Food and Beverages Around, Canteen, etc. I mean, literally ALL of them was great. It feels so …Lengkapnya",1
Sarah S.,"Telkom University mempunyai wilayah yang cukup luas.  Terdiri dari beberapa fakultas yaitu FIK, FEB, FTE, FIT, FRI, FKB.  Memiliki wifi umum di setiap sudut dan memiliki kecepatan yang relatif cukup.  Mahasiswa baru akan tinggal di asrama selama 2 semester.",5
Juff,"Telkom University has a fairly wide area.  Consists of several faculties namely FIK, FEB, FTE, FIT, FRI, FKB.  It has public wifi in every corner and has relatively enough speed.  New students will live in a dormitory for 2 semesters.",5
Eka Kircon,"Ini adalah salah satu dari beberapa universitas di sekitar kota Bandung. Mereka dimiliki oleh salah satu perusahaan telekomunikasi terkemuka di Indonesia, PT Telkom Indonesia Tbk. Terletak di kawasan berharga di kota, Jln. Buah Batu, Bandung Barat, Jawa Barat. Mereka terdiri dari berbagai fakultas, yaitu Fakultas Ekonomi & Bisnis, Fakultas Hukum, Fakultas Teknologi Informasi, dan lain-lain.Ini adalah salah satu dari beberapa universitas di sekitar kota Bandung. Mereka dimiliki oleh salah satu perusahaan telekomunikasi terkemuka di Indonesia, PT Telkom Indonesia Tbk. Terletak di kawasan berharga di kota, Jln. Buah Batu, …Lengkapnya",5
Prabowo Nofieldi,"This is one of several universities around Bandung city. They owned by one reputable Indonesia telecommunication company, PT Telkom Indonesia Tbk. Located in precious area in town, Jln. Buah Batu, West Bandung, West Java. They consist of various faculty, i.e, Faculty of Economic & Business, Faculty of Law, Faculty of Information Technology, etc.This is one of several universities around Bandung city. They owned by one reputable Indonesia telecommunication company, PT Telkom Indonesia Tbk. Located in precious area in town, Jln. Buah Batu, West Bandung, West Java. They consist of …Lengkapnya",5
a admin,"Tempat yang bagus, orang-orang hebat, kenangan indah",1
Dedi Suherman,"Great place, great people, great memory",1
Hikma Fathaby,"Bitly/GandewaBotsFx untuk metatrader perdagangan otomatis 4Bitly/MappingFx untuk latihanBitly/GandewaBotsFx untuk metatrader perdagangan otomatis 4
Bitly/MappingFx untuk latihanLengkapnya",5
Elfatih Hatamtaya Airis,Bitly/GandewaBotsFx for autotrade metatrader 4Bitly/MappingFx for practice,5
Rain,"Lihat saja kampusnya, sekarang sudah canggih sekali",4
F Prakoso,Nengok kampus udah canggih betul sekarang,4
Akbar Habib,Suasana kampus yang sejuk,5
Rizky Firmansyah,Suasana kampus yg sejuk,5
HANDAYANI OKTAVIA,Istananya bagus untuk test cpns. Tapi saya tidak lulus ujian. Ya Tuhan,5
Alnour Abobaker,The palace is good to tester cpns. But i dont pas teh testing. Omy god,5
Haryo S,"Seperti yang saya lihat, Telkom University mengalami perubahan drastis dari tahun sebelumnya, terlihat dari segi fasilitas olah raga dan taman olah raga.",1
Alif Gani,"As I can see, Telkom University has changed drastically from the previous year, it can be seen in terms of sports facilities and sports parks.",1
Saijo Nishi,Dingin dan segar,1
Muhammad Athallah Arsyaf,Sejuk dan segar,1
Zai,Universitas Swasta Terbaik di Indonesia,1
roro woelan,Best Private University in Indonesia,1
Arief Huda,Ini adalah universitas kelas dunia di Bandung. Perguruan tinggi swasta terbaik pertama di Indonesia. Sekarang suasananya bagus. Sebagai alumni saya merasa iri dengan pendatang baru. Karena fasilitasnya lebih bagus dari sebelumnya,1
Hmm Hmm,This is the world class university in Bandung. The first best private college in Indonesia. Now it has good ambience. As an alumnus i got envy to the new comer. Bc its facilities moreeeeeeee best than before,1
Studio Lezat Cafe area Telkom University,Mampir makan ayam penyet!!  Kemenangan pedess murahhh,5
Ahmad Alfin,Mampir makan ayam penyet!!  Segerrr pedesss murahhh,5
Muhammad Ainul H,Saya belum mengunjunginya selama 2 tahun dan sudah banyak perubahan yang menyenangkan. Mudah-mudahan mereka juga akan memperbaiki toilet umum.,4
andy wicaqsono,"I haven't visited in 2 years and there are so much nice changes already. Hopefully they'll also improve the public restroom, though.",4
Prihandaru Pambudi (Fihan),🔥,1
David Pinondang,"Cukup panas di luar dan beberapa bangunan tua karena kurangnya pepohonan. Ruang kelas dan laboratoriumnya nyaman dan sangat nyaman untuk belajar. Perpustakaan memiliki suasana yang nyaman dan sejuk membuat membaca buku semakin menyenangkan dengan berbagai macam buku mulai dari buku fiksi hingga buku non-fiksi. Perpustakaan juga memiliki pojok kopi jika Anda suka minum kopi sambil membaca. Danau ini merupakan tempat populer untuk berfoto dan jogging di pagi hari. Mereka memiliki lapangan tenis, lapangan basket, lapangan bulu tangkis, beberapa lapangan sepak bola darurat dan beberapa lapangan futsal yang terlalu besar di lantai 2 gedung 10 lantai (Gedung GKU) dan juga kolam renang terpisah gender di Gedung GKU.Cukup panas di luar dan beberapa bangunan tua karena kurangnya pepohonan. Ruang kelas dan laboratoriumnya nyaman dan sangat nyaman untuk belajar. Perpustakaan memiliki suasana yang nyaman dan sejuk membuat membaca buku semakin menyenangkan …Lengkapnya",1
Muthia Bianda,"Pretty hot on the outside and some of the older buildings because of lack of trees. The class rooms and laboratory are comfortable and are very nice to study in. The library have a comfortable and cool atmosphere to make reading books more enjoyable with a wide range of books from fiction to not-so-fictional books. Also the library have a coffee corner if you love to drink some coffee while reading. The lake are popular spot to take pictures and do some jog around it in the morning. They have a tennis court, basketball court, badminton court, some makeshift soccer field and some too-big futsal court in the 2nd floor of the 10-floored building (GKU Building) and a gender separated swimming pool on GKU Building too.Pretty hot on the outside and some of the older buildings because of lack of trees. The class rooms and laboratory are comfortable and are very nice to study in. The library have a comfortable and cool atmosphere to make reading books more …Lengkapnya",5
Agung Augustrianto,Tenang dan damai.,5
銳潘宜,Tenteram dan damai.,5
Ravi Mahfunda,Universitas Swasta Terbaik di Indonesia~,5
Opin saipulhayat 79,Best private university in Indonesia~,5
Adam YP,"Universitas yang bagus dan unggul di Indonesia, bercirikan lingkungan yang menarik dan bentuk geometris yang indah. Universitas ini juga berkelas internasional, namun bersifat swasta.",5
Agung Panjimasjaya,جامعة جيدة وممتازة في دولة اندونيسيا تتميز بالبيئية الجذابة ولديها شكل هندسي جميل ، وايضا بها كلاس انترناشونال  الا انها خاصة,5
Hary Haryono,Universitas terbaik..,5
Aryo Handono,Best University..,5
Riki Akbar,universitas swasta terkemuka 👍🏽,5
Ahmad Nu'man Purnomo,top private university 👍🏽,5
Dinny Rizky Endiany,"Universitas Telkom, berdiri tahun 1990 yang merupakan penggabungan 4 institusi pendidikan tinggi Meraih Universitas Swasta Terbaik di Indonesia.Didirikan pada tahun 1990, Telkom University merupakan penggabungan dari empat institusi pendidikan tinggi. Universitas Swasta Terbaik di India...Universitas Telkom, berdiri tahun 1990 yang merupakan penggabungan 4 institusi pendidikan tinggi Meraih Universitas Swasta Terbaik di Indonesia.
Didirikan pada tahun 1990, Telkom University merupakan penggabungan dari empat institusi pendidikan tinggi. Universitas Swasta Terbaik di India...Lengkapnya",5
Gibrandon-X,"Universitas Telkom, berdiri tahun 1990 yang merupakan penggabungan 4 institusi pendidikan tinggi. Meraih The Best Private University di Indonesia.1990年に設立されたテルコム大学は、4つの高等教育機関が合併したものです。 インドシアで最高の私立大学...",1
